amount,is_international,velocity_5min,is_new_merchant,account_age_days,failed_login_attempts,fraud,is_night,is_weekend
16478,1,9,0,1514,1,1,0,0
2453,0,6,0,7,0,0,0,0
4899,0,3,1,1810,2,0,1,1
17170,1,5,0,1036,1,1,0,0
12039,0,8,0,514,4,1,0,0
2528,0,9,1,1970,3,1,1,0
11396,0,8,1,349,0,1,1,0
7913,1,3,1,917,3,1,1,0
14514,0,9,0,1031,3,1,0,0
11901,1,3,0,500,3,1,0,1
11845,1,8,1,475,3,1,0,0
13125,1,9,1,524,0,1,0,0
3456,1,7,1,1876,1,1,0,1
14388,0,4,1,1081,4,1,0,1
6640,1,9,1,590,1,1,0,0
16522,0,3,0,1610,0,0,0,1
3442,1,3,1,233,4,1,0,0
9178,0,2,0,791,2,0,1,0
2944,1,3,0,1054,1,0,0,0
10496,0,1,1,367,0,0,0,0
17582,1,4,1,1850,0,1,0,1
18307,1,8,1,1631,0,1,1,1
14098,0,5,1,1844,4,1,0,0
13361,1,2,1,56,3,1,1,1
19639,1,3,0,10,2,1,1,1
3193,1,1,1,1939,4,1,0,1
11822,0,2,1,147,4,1,1,1
19380,1,1,0,364,1,1,0,0
11745,1,2,1,1623,2,1,0,1
15183,0,3,1,253,0,0,0,0
1088,0,1,1,1723,4,0,0,0
6546,0,9,0,940,2,0,0,0
16435,0,5,1,1769,1,0,0,0
16233,0,8,1,1277,3,1,0,0
1782,1,5,1,1467,2,0,0,0
5726,1,8,1,736,0,1,0,0
7524,1,7,0,340,4,1,0,1
12957,0,4,1,1540,3,1,1,1
12255,1,7,0,1377,1,1,0,0
17417,0,6,1,624,0,1,1,1
11525,0,3,1,705,3,1,0,1
2080,1,9,1,1677,1,1,0,0
15622,0,9,0,323,0,1,0,0
19540,0,5,1,1164,4,1,0,0
9084,1,8,1,861,1,1,1,1
17275,0,7,0,1975,3,1,0,1
15983,0,9,1,1469,0,1,0,1
5490,1,7,1,95,2,1,0,0
18739,0,4,1,553,0,1,1,0
1707,0,4,1,1444,3,0,0,0
6673,1,8,0,1538,3,1,0,1
17468,1,6,0,790,2,1,0,0
5876,1,9,0,1174,3,1,0,0
3776,1,7,1,553,0,1,0,0
3480,0,7,1,1375,1,0,0,0
8811,0,4,1,116,0,0,0,0
8882,1,3,1,632,3,1,1,0
17534,0,8,0,1261,2,1,0,0
14097,0,7,1,270,2,1,0,1
6442,1,4,0,861,4,1,1,0
17443,1,4,1,291,2,1,0,1
6159,0,1,1,1458,2,0,0,0
8984,1,7,0,9,3,1,0,1
5755,1,1,1,1775,1,0,0,0
12191,1,4,0,630,1,1,0,0
19430,0,3,0,864,3,0,0,0
15351,1,3,1,1851,2,1,1,0
626,0,1,0,1848,0,0,1,0
3324,0,4,0,475,1,0,0,0
15169,0,1,1,1546,3,1,0,0
11636,1,8,0,537,0,1,0,1
13647,1,1,0,685,2,1,0,0
18359,1,6,1,1761,3,1,0,0
1863,1,7,0,1035,1,1,0,0
8812,1,2,1,613,0,1,1,0
5897,0,4,0,777,0,0,0,0
9308,0,3,1,1927,1,0,0,1
5209,0,9,1,1351,0,1,1,0
16600,1,7,1,1954,1,1,0,0
2533,0,2,1,595,3,0,0,0
17067,0,6,1,276,4,1,0,1
4267,1,9,0,370,2,1,0,0
17873,1,3,1,1514,3,1,0,1
8457,0,6,1,345,2,0,0,0
6254,0,3,0,1797,2,0,0,0
9020,1,3,1,368,1,0,0,0
18527,1,4,0,1757,4,1,0,0
19980,1,9,0,1335,2,1,0,0
17262,1,8,1,731,2,1,1,0
313,0,1,0,1625,3,0,0,0
3862,0,1,0,1509,4,0,1,0
13499,1,7,0,15,4,1,1,0
9868,0,3,1,758,2,0,0,0
10740,0,7,0,688,4,1,1,1
6831,1,9,1,4,3,1,0,1
19601,0,3,1,1870,1,0,0,0
5891,0,3,0,1400,2,0,1,0
15922,0,2,1,1393,0,1,1,0
8883,1,1,0,1489,2,0,0,0
13721,1,9,0,533,2,1,1,0
16119,0,6,1,1744,1,1,1,0
2820,1,6,1,986,0,1,0,0
9005,1,8,1,1161,0,1,0,1
9227,1,5,0,834,0,0,1,0
16485,0,9,0,363,1,1,0,0
6468,0,5,0,1999,4,0,0,0
14156,1,2,1,1955,0,1,0,0
12336,0,6,0,1240,4,1,0,0
18433,0,9,0,1392,3,1,0,0
14551,0,3,0,117,1,0,0,0
17401,0,4,0,1203,4,0,0,0
19658,0,8,1,1270,0,1,1,0
10533,1,6,0,128,0,1,0,1
15625,0,7,1,1382,4,1,0,0
189,0,7,0,78,4,1,1,0
18193,0,4,0,741,3,1,1,0
10461,1,6,0,1317,1,1,0,1
16469,1,9,1,774,2,1,0,0
3141,1,3,1,82,3,1,1,1
205,0,8,1,342,3,1,0,0
9178,1,7,0,1362,3,1,0,1
18379,1,4,0,819,0,1,0,0
6190,1,3,1,578,4,1,0,0
6182,1,7,0,96,1,1,0,0
17118,0,9,0,1169,0,1,1,0
2025,1,3,1,577,3,1,1,0
18540,1,9,0,521,1,1,0,0
7017,0,8,0,1421,0,0,0,0
19628,0,3,0,996,2,1,1,1
652,1,8,1,357,3,1,1,0
4011,0,4,0,186,0,0,1,0
3489,1,6,1,1694,0,1,0,1
13729,0,2,0,543,3,0,0,0
2530,0,8,1,151,2,0,0,0
558,1,9,1,1343,4,1,0,1
13495,0,7,1,1778,2,1,1,0
307,1,8,1,1692,3,1,0,0
999,0,7,0,1083,4,0,0,0
11753,1,4,1,10,0,1,0,1
16505,0,1,0,857,2,0,0,0
8701,0,3,0,1148,2,0,0,0
994,0,7,1,356,4,1,1,0
614,0,7,0,1370,0,0,0,0
4209,0,3,0,794,2,0,0,1
13358,1,1,0,237,4,1,0,0
15413,0,9,0,333,2,1,0,0
15449,1,6,1,17,0,1,0,0
7279,1,7,0,1448,0,1,0,0
10426,1,1,0,324,1,1,0,1
11887,0,1,0,23,4,0,0,0
1660,1,4,0,931,3,0,0,0
13712,0,7,0,459,2,1,0,1
17750,1,8,1,1484,0,1,1,0
19911,1,9,0,521,2,1,0,0
4880,1,1,1,719,2,1,0,1
18411,1,4,0,557,3,1,1,1
11994,1,4,1,1445,0,1,0,0
2456,0,3,0,1989,1,0,0,0
4890,1,7,0,403,4,1,0,0
16790,1,1,1,1355,2,1,0,0
10281,0,9,1,457,3,1,0,0
7157,0,8,1,1507,3,1,1,0
16182,0,2,0,1522,4,1,0,1
761,1,2,1,1051,4,1,0,0
4744,1,8,1,397,0,1,0,0
15811,1,1,1,1977,2,1,1,0
3020,1,7,0,1212,2,1,0,1
16102,1,9,0,140,4,1,0,1
14125,1,3,0,521,1,1,0,0
9046,0,7,1,746,2,1,0,1
12832,0,6,0,92,3,1,0,1
6336,1,7,0,77,4,1,0,0
16409,1,7,0,852,2,1,0,1
13618,1,1,0,1268,0,1,0,0
452,1,3,1,845,4,1,0,0
7105,1,1,0,667,3,0,0,0
14136,0,5,1,1754,0,0,0,0
16642,0,3,1,959,4,1,1,0
1056,1,1,1,989,4,1,0,0
2171,0,2,1,797,2,0,0,1
8695,1,5,1,1686,0,0,0,0
15240,1,3,1,1865,4,1,1,0
12903,1,6,0,88,3,1,0,1
3553,0,9,1,1642,0,0,0,0
6775,0,6,0,915,2,0,0,0
1055,1,2,1,1318,1,0,0,0
6395,0,2,0,95,4,0,0,0
16021,0,8,1,1277,1,1,0,0
18196,1,8,0,551,4,1,0,1
15382,0,6,0,399,2,1,0,0
4803,0,7,1,767,2,0,0,0
6663,1,1,1,1078,2,0,0,0
12103,1,9,1,1952,2,1,1,1
10917,0,5,1,243,0,0,0,0
11271,1,9,0,1134,0,1,0,0
12682,0,2,0,1790,4,1,0,1
12301,1,8,1,624,0,1,0,0
17878,1,7,1,1710,4,1,0,0
12573,1,4,0,701,0,1,1,0
9561,1,3,1,1245,0,0,0,0
15696,0,4,0,1785,0,0,0,0
629,1,4,1,564,3,1,1,0
19442,1,8,1,162,2,1,0,1
12865,1,4,0,1993,3,1,1,0
14010,0,5,0,35,0,0,1,0
11661,0,2,1,966,0,1,0,1
9231,1,4,0,37,3,0,0,0
625,1,7,1,846,4,1,1,0
16485,1,3,0,829,2,1,0,0
474,1,1,1,623,4,1,0,0
12297,1,8,1,1394,2,1,1,0
4748,1,8,1,1201,1,1,0,0
2465,0,6,0,521,2,0,0,0
18009,1,7,0,1299,4,1,0,0
1746,1,2,0,1657,2,0,0,0
113,1,5,0,105,1,0,0,0
4699,1,7,1,156,1,1,0,1
2378,1,9,0,336,0,1,0,0
14396,1,1,0,1050,1,1,0,0
3255,0,3,0,1958,3,0,0,1
8421,0,6,1,296,4,1,0,0
3914,0,7,0,1561,3,1,0,1
13225,0,6,0,1379,3,1,0,0
3316,0,1,1,886,4,0,0,0
2213,0,4,1,69,3,0,0,0
10338,1,6,1,1351,3,1,0,0
13860,1,8,1,151,3,1,0,0
12688,1,4,1,857,1,1,0,0
3474,1,7,1,577,4,1,0,0
6530,1,3,1,662,4,1,0,0
19950,1,8,0,1344,4,1,0,0
19565,0,1,1,757,3,1,0,0
12070,1,4,1,452,1,1,0,0
729,0,8,1,570,4,1,0,0
16753,0,4,1,1692,2,0,0,0
10931,1,2,1,1136,4,1,0,1
5824,1,2,0,635,0,0,1,0
11183,1,4,0,1486,2,1,0,0
13249,1,4,0,1889,4,1,1,0
19916,1,2,0,1988,3,1,1,0
9572,1,7,0,362,4,1,0,0
6376,1,6,0,203,1,1,0,0
15735,0,3,0,487,1,0,0,0
5995,1,8,1,1504,4,1,1,0
14094,1,8,1,4,3,1,0,0
10652,0,1,1,1153,3,1,0,1
17059,1,3,1,1050,3,1,1,0
6199,1,5,1,801,4,1,0,1
9599,0,2,1,977,4,0,0,1
19676,1,5,0,27,0,1,0,0
3278,1,3,1,1066,1,1,1,0
19218,1,9,1,965,2,1,0,1
6216,1,1,1,1607,2,1,0,1
15663,1,4,0,64,1,1,1,1
3668,1,6,0,1049,0,1,0,0
9947,0,9,0,72,1,0,0,0
14235,1,3,1,1506,0,1,0,1
18687,1,3,1,1897,0,1,0,1
17874,0,5,1,900,3,1,0,0
1842,0,7,0,268,1,0,0,1
18409,1,5,0,1850,2,1,0,0
719,0,8,1,95,4,1,0,0
17758,1,5,0,395,4,1,0,0
17440,1,7,1,869,1,1,0,0
2039,0,6,0,364,4,0,0,0
16101,1,2,0,1339,0,1,1,0
1068,1,3,0,117,4,1,0,1
14946,0,4,1,164,0,1,1,0
381,0,5,0,877,0,0,1,0
15460,0,9,1,790,2,1,0,0
6362,0,6,1,577,4,1,1,0
1158,1,1,1,306,2,1,0,1
10824,0,3,0,772,4,0,0,0
5278,0,7,0,1764,0,0,1,0
7080,0,8,0,200,4,1,0,1
9300,0,7,1,1756,2,1,0,1
1329,0,5,0,180,3,0,0,0
8567,1,8,0,358,2,1,0,0
19224,0,9,1,740,3,1,0,0
2389,1,7,1,1276,1,1,1,0
1339,0,9,1,1323,2,0,0,0
5470,0,1,0,1897,4,0,0,1
16270,0,9,0,430,3,1,1,1
225,0,3,1,1028,4,0,0,0
12604,0,6,0,653,3,1,0,1
15498,0,8,1,678,2,1,0,0
6738,0,3,0,254,2,0,0,0
6670,0,4,1,941,4,0,0,0
3349,1,7,0,1689,2,1,1,0
9210,0,7,1,1603,4,1,1,0
7695,1,4,1,1591,0,1,0,1
13705,0,9,1,1120,3,1,0,0
12215,1,3,0,167,4,1,1,0
6394,0,8,0,1857,3,0,0,0
5857,0,8,0,1355,0,0,0,0
12695,0,4,1,1922,3,1,0,1
2069,1,7,1,965,4,1,0,0
11085,1,4,1,1912,2,1,1,0
17375,1,1,1,854,3,1,0,0
4570,1,1,1,1086,3,1,1,1
10325,0,1,1,174,0,1,1,1
9656,0,2,1,1277,1,0,1,0
9306,0,6,1,1485,2,1,0,1
10091,1,5,1,624,4,1,0,0
7619,0,2,0,1239,0,0,0,0
13769,1,8,1,1263,4,1,0,1
4712,1,9,0,415,4,1,0,1
12473,1,7,1,739,3,1,1,0
17682,1,9,0,1766,0,1,0,0
15652,1,4,1,1769,0,1,0,0
14746,0,7,0,675,2,1,0,0
5338,1,5,1,126,1,0,0,0
15677,1,5,1,941,4,1,0,0
15604,0,3,1,253,2,1,1,0
3819,1,9,0,1869,2,1,0,1
402,1,5,1,1974,4,1,1,1
12244,0,6,0,1735,3,1,0,1
17470,0,3,0,197,3,0,0,0
10155,0,7,0,1658,4,1,1,1
4540,1,9,0,413,0,1,0,0
3172,0,9,0,1480,1,0,0,0
13698,0,5,1,776,3,1,0,1
14387,0,7,0,1078,1,1,1,0
14065,1,3,0,1671,2,1,0,1
19608,0,6,0,1363,2,1,0,0
9619,1,8,0,1383,4,1,0,0
13480,1,8,1,1175,4,1,0,0
11965,0,2,1,1124,4,1,1,0
8225,1,6,1,234,3,1,1,0
3391,1,7,0,1568,1,1,1,0
4133,0,7,0,1086,2,0,0,0
5205,1,3,0,1965,1,0,0,1
17187,0,9,1,196,3,1,0,0
8233,1,2,0,542,1,0,0,0
17058,1,3,1,1779,1,1,1,1
5804,0,2,0,1130,4,0,0,1
7948,0,9,0,295,1,0,1,0
13075,1,4,1,645,1,1,0,0
7024,1,2,0,1475,1,1,1,1
19714,0,3,1,1558,0,1,0,1
588,1,4,0,156,2,0,0,0
7214,1,6,1,406,2,1,0,0
15840,1,5,0,896,1,1,0,0
3273,1,3,0,726,4,0,0,0
1767,0,8,0,738,4,1,0,1
4214,0,8,0,797,4,1,0,1
3653,0,7,0,1707,2,0,0,0
7861,0,3,1,554,3,0,0,1
1100,0,1,1,1596,1,0,1,1
15738,0,5,0,375,2,0,0,0
17872,1,1,1,1613,4,1,0,0
5550,0,6,1,455,2,0,0,0
3812,1,7,1,202,2,1,0,0
1467,1,5,1,1756,2,0,0,0
8289,1,4,0,1476,4,0,0,0
9113,0,2,1,1211,3,0,0,0
16938,1,5,1,1632,0,1,0,0
19256,0,9,0,854,1,1,1,0
3826,1,4,0,724,1,0,1,0
4906,1,2,0,1392,2,0,0,1
2290,0,6,0,340,3,0,0,0
9208,1,8,0,262,4,1,0,0
12278,1,2,0,1865,0,1,0,1
2975,1,9,0,1948,0,1,0,1
5692,1,7,0,1613,2,1,0,0
17924,0,2,1,543,2,0,0,0
12692,1,5,0,551,4,1,0,1
9027,1,5,1,1330,4,1,0,0
14537,0,7,0,1870,4,1,0,1
11630,1,5,0,1750,2,1,0,0
7110,1,6,1,638,3,1,0,0
11307,1,9,0,165,2,1,0,0
3089,1,3,0,758,2,0,0,0
12140,0,3,1,621,0,0,0,0
9318,1,8,1,1112,4,1,0,1
6571,0,6,1,1224,1,0,0,0
2963,1,3,1,1295,4,1,0,0
10793,1,2,1,51,3,1,1,1
1277,1,2,1,489,3,1,0,1
4860,0,2,0,198,4,0,0,1
111,1,5,0,1047,4,0,0,0
16453,1,5,0,665,2,1,0,0
11656,0,1,0,1247,1,0,0,0
11663,0,2,0,1966,2,0,0,0
14151,0,2,1,1245,0,1,0,1
11122,0,4,1,663,0,0,0,0
8334,1,7,0,266,3,1,1,0
16273,1,3,1,73,3,1,0,0
13278,1,5,0,1905,1,1,1,1
6670,1,9,1,77,3,1,0,0
506,0,5,0,544,0,0,0,0
9306,1,9,0,881,1,1,0,0
4531,1,1,0,435,0,0,0,1
6642,1,9,1,1961,4,1,0,0
9006,1,5,1,1089,4,1,0,0
4246,0,8,0,1985,1,0,1,0
12146,1,5,1,357,2,1,0,0
12711,1,6,0,936,3,1,0,0
13176,1,8,0,18,1,1,0,1
16624,0,2,1,676,3,1,0,1
4982,0,3,0,1823,0,0,0,0
14213,1,9,0,1590,2,1,0,0
13745,1,5,0,575,3,1,1,0
6112,1,5,1,1793,4,1,0,0
17447,0,9,0,751,4,1,0,0
7251,1,3,0,1460,0,0,1,0
3710,1,4,0,996,1,0,0,0
9984,1,7,0,1465,3,1,0,1
6994,0,2,1,1033,0,0,0,0
13567,1,8,0,1494,4,1,0,0
16589,1,5,0,632,4,1,0,1
9973,0,1,1,1372,4,0,1,0
12389,0,3,1,1626,2,0,0,0
12308,1,9,1,372,2,1,0,1
10928,0,5,1,970,4,1,0,0
2237,1,8,1,1848,1,1,0,0
1386,0,1,1,1199,2,0,0,0
15810,0,7,0,1539,3,1,1,1
11471,1,7,0,1154,2,1,0,1
16045,1,8,1,1590,3,1,0,0
7152,1,3,0,1317,2,0,0,0
3754,0,1,1,1720,4,1,1,1
18843,1,9,0,1951,3,1,0,0
15700,1,1,1,353,1,1,0,1
8736,1,6,1,224,2,1,0,1
6541,1,9,0,1548,2,1,0,0
9767,1,2,1,954,4,1,0,1
12249,0,4,0,1731,3,0,0,0
1898,1,2,1,1783,4,1,0,0
9700,1,4,1,1533,3,1,1,0
5595,0,2,0,368,2,0,0,0
10000,1,1,1,1690,2,1,1,0
13773,1,3,0,1614,2,1,0,1
11230,1,8,0,1676,2,1,0,1
15322,1,5,0,1524,0,1,0,0
1400,1,4,0,1114,2,0,0,0
9535,0,5,0,656,2,0,0,0
19581,0,6,1,1973,3,1,0,0
4716,0,6,1,1096,2,1,1,0
16493,1,5,0,433,2,1,0,0
10717,0,6,1,1713,3,1,0,0
5852,1,9,0,1372,2,1,0,0
9952,1,5,1,1287,2,0,0,0
6395,1,6,0,1295,4,1,0,0
17556,0,4,1,509,0,1,0,1
3325,0,3,0,508,3,0,0,1
1416,0,6,1,617,4,1,0,0
12437,1,5,0,420,1,1,0,0
6907,0,4,0,1096,1,0,0,0
3783,1,5,1,74,0,0,0,0
7327,0,7,0,1679,1,0,1,0
3373,0,1,0,1527,0,0,0,1
245,1,1,1,574,1,1,1,1
5110,1,1,1,146,1,0,0,0
16135,0,2,0,46,4,1,1,0
3140,0,9,0,1765,1,0,0,1
9754,0,5,0,1129,0,0,0,0
16966,1,9,0,1133,2,1,0,0
19663,1,5,1,1341,2,1,0,0
17733,0,7,0,121,2,1,0,1
17114,0,6,0,1523,0,1,0,1
15096,1,2,1,1067,0,1,0,0
16436,0,3,1,1964,2,1,1,0
8953,1,5,0,99,1,0,0,1
11795,1,4,1,706,2,1,0,1
2952,1,6,1,311,3,1,0,0
16114,1,8,1,1238,0,1,0,0
1087,1,8,0,1487,3,1,0,0
7722,1,3,0,1765,3,0,0,0
9260,0,4,0,423,0,0,0,0
17584,1,1,1,1413,2,1,1,0
6752,1,2,0,1721,4,1,1,1
7521,0,9,0,1136,3,1,1,0
869,1,2,0,1935,2,0,0,0
17827,0,6,1,1883,4,1,0,1
14214,1,7,0,272,3,1,0,0
4458,0,6,0,825,2,0,0,0
11643,0,8,0,1126,3,1,1,0
18833,1,9,0,210,2,1,0,1
5799,1,8,1,739,1,1,0,1
17725,1,5,0,793,1,1,1,1
1225,1,8,0,1046,0,1,1,0
10893,0,9,1,760,4,1,0,1
6864,0,8,1,159,3,1,0,0
12423,0,2,1,1915,3,1,0,0
13131,1,2,1,741,2,1,0,1
14152,0,3,1,1954,4,1,0,0
12740,1,7,0,343,3,1,1,1
7943,1,9,1,1424,4,1,0,0
14310,0,8,1,1478,4,1,0,1
16556,1,9,1,699,1,1,0,0
10206,0,6,0,1167,3,1,0,1
5289,1,1,0,1874,3,0,0,0
2572,0,4,0,1894,0,0,0,1
17191,1,6,1,397,4,1,0,1
18288,0,6,0,536,2,1,0,0
6804,0,8,1,141,1,1,0,1
3813,1,1,1,961,0,1,0,1
5151,1,2,0,240,1,0,0,0
10856,0,2,0,292,2,0,0,1
2575,1,6,0,817,0,1,0,0
3710,1,7,1,82,1,1,0,0
4355,1,2,0,560,2,0,0,0
14584,0,5,0,1889,0,0,0,0
1835,0,6,0,870,2,0,0,0
8358,1,4,0,171,0,0,0,0
8079,1,1,0,1798,3,0,0,0
2528,0,3,1,977,3,0,0,0
12445,1,9,1,580,1,1,0,0
7526,0,6,0,526,4,0,0,0
8633,1,2,1,542,4,1,0,0
5349,1,9,1,110,2,1,0,0
19301,1,4,1,1236,0,1,1,0
9786,0,8,0,1800,3,1,1,0
14209,0,7,1,1462,4,1,0,0
761,0,3,0,322,3,0,0,0
12175,0,8,1,900,2,1,0,0
14888,1,4,0,714,2,1,0,0
10160,1,2,1,84,0,1,0,0
15936,0,5,1,956,4,1,0,0
10626,1,1,0,376,2,1,1,0
3474,1,8,0,1077,2,1,0,0
307,0,8,1,1891,3,1,0,0
2765,1,3,0,1520,1,0,1,0
18977,1,1,0,1280,4,1,0,1
732,0,4,0,586,0,0,0,0
3183,1,9,0,1244,0,1,0,0
13811,1,9,1,1679,3,1,1,0
10223,1,1,0,100,0,1,0,0
7223,0,7,1,129,2,0,0,0
10854,0,6,1,918,4,1,0,0
1779,1,7,0,219,0,1,1,0
16001,1,7,0,477,4,1,0,1
336,1,8,0,1807,0,1,1,0
7546,0,8,0,1482,1,0,0,1
4543,0,2,1,22,1,0,0,0
15563,0,4,1,1714,4,1,1,0
8655,1,4,0,560,1,0,0,0
18852,1,8,1,629,1,1,0,0
16769,1,3,0,1019,2,1,1,1
248,1,3,1,1353,0,1,0,1
13495,1,2,1,1912,1,1,0,0
4995,0,1,1,1715,4,0,0,1
17496,1,8,0,1504,2,1,0,0
11123,1,9,0,1809,1,1,0,0
10799,1,9,1,1898,4,1,0,0
9815,0,8,0,339,0,0,0,0
19269,1,5,0,1896,1,1,0,1
16263,0,1,1,1883,4,1,0,1
5882,0,9,0,179,4,1,0,1
18892,0,6,0,421,3,1,1,1
16824,0,7,1,1506,4,1,1,0
2917,0,8,1,1007,3,1,0,0
15196,1,5,1,49,0,1,0,0
18980,1,6,1,1851,0,1,0,0
5399,0,7,0,1930,2,0,0,1
10017,0,7,0,767,3,1,1,0
18173,0,2,1,30,4,1,0,0
3367,1,1,1,85,2,1,0,1
4506,1,8,0,789,2,1,0,0
17926,0,5,0,1526,0,0,0,1
10482,1,2,0,1570,4,1,0,1
4537,1,3,1,329,3,1,0,0
5535,0,6,1,610,0,0,0,0
4207,0,6,1,434,2,1,1,1
660,1,8,1,588,1,1,0,1
12429,1,5,0,1711,2,1,0,0
1926,1,5,1,1877,1,1,1,1
11521,0,7,1,1273,0,1,1,0
12365,0,5,0,1876,3,1,1,0
7729,0,9,1,1158,4,1,0,0
8425,1,6,0,690,1,1,0,0
19622,1,7,1,1389,4,1,1,0
7793,0,8,0,1764,0,0,0,1
8364,1,5,0,1599,0,0,0,1
12786,0,4,0,1804,0,0,0,1
13816,1,8,1,425,3,1,0,0
6821,0,9,1,1439,1,0,0,0
19462,1,1,1,770,4,1,0,0
7473,1,3,1,1680,2,0,0,0
6007,0,4,1,512,0,0,0,0
16227,0,7,1,1409,4,1,0,1
5756,0,6,0,1412,4,0,0,0
9084,0,1,1,1839,3,0,0,0
8386,0,4,1,1012,1,0,0,1
6001,1,6,0,1473,3,1,0,0
5017,0,3,0,564,3,0,0,0
8529,0,2,1,303,4,1,1,1
14816,0,2,0,99,1,0,0,0
15895,0,4,1,1997,1,1,1,0
11238,0,1,0,1330,1,0,0,0
2630,1,2,1,557,0,1,1,0
18444,0,2,0,42,1,0,0,0
17532,0,4,0,991,4,0,0,0
5872,0,4,1,468,0,0,1,1
15576,1,1,1,440,2,1,1,1
19013,1,7,0,327,3,1,0,1
15851,0,7,0,569,1,1,0,0
3064,0,1,0,33,2,0,0,0
7237,1,8,0,412,1,1,0,0
17447,1,7,1,1650,3,1,1,1
17020,1,7,0,812,4,1,0,1
13991,0,6,0,1138,4,1,0,1
7440,0,4,1,508,3,0,0,1
8067,1,8,1,56,2,1,0,0
12515,0,2,1,1580,0,0,0,0
11971,1,7,1,1748,0,1,0,0
12016,1,3,1,1376,1,1,0,1
8834,1,3,1,1353,3,1,0,0
945,0,7,0,546,3,1,1,1
19520,1,3,0,1294,0,1,0,0
2594,1,5,0,196,2,0,0,1
12777,0,8,1,413,3,1,0,1
19203,1,4,1,637,4,1,0,0
18368,0,7,0,1103,4,1,0,0
12430,1,7,0,1791,3,1,0,1
5279,0,2,1,1681,2,0,1,0
6710,1,8,1,1107,4,1,1,0
6530,1,9,0,742,2,1,0,0
7254,1,6,0,137,0,1,0,0
13928,1,5,0,539,1,1,0,1
10245,1,1,0,689,0,1,0,0
6588,0,1,0,719,1,0,0,1
3950,0,9,1,933,4,1,0,0
17173,1,4,0,1948,1,1,0,0
13664,1,1,0,306,1,1,0,1
5178,1,3,1,1335,3,1,0,1
12268,0,6,0,388,1,1,0,0
5548,0,8,1,725,3,1,0,1
17663,1,2,1,1890,1,1,1,0
9174,0,8,0,915,3,0,0,0
6506,1,1,0,549,4,0,0,0
8900,1,2,1,506,4,1,0,1
14183,1,8,1,388,1,1,0,1
1738,0,7,1,293,2,0,0,0
10440,1,5,0,179,4,1,0,0
1482,1,2,0,672,0,0,0,1
1503,1,9,0,1453,0,1,0,1
9111,0,5,0,1904,3,0,1,0
3392,0,8,0,1548,2,0,0,1
9111,0,4,1,1705,3,0,0,1
519,1,9,0,1336,1,1,0,0
12511,0,7,0,80,4,1,1,0
4617,1,2,1,1038,2,1,1,0
19786,0,3,0,1078,3,1,0,1
15522,1,2,0,447,3,1,1,0
9800,0,5,0,766,0,0,1,1
5793,1,2,1,1089,1,0,0,0
867,0,5,1,1396,3,0,0,0
18528,0,9,0,503,0,1,0,0
14918,0,2,0,570,2,0,0,0
1649,1,9,0,96,3,1,0,1
10056,0,7,1,1557,0,1,0,1
6240,0,7,1,1284,1,1,1,0
10937,0,5,0,585,4,0,0,0
3816,0,8,0,248,2,0,0,0
4581,1,7,0,127,3,1,0,0
6648,0,6,0,499,0,0,1,0
18777,1,2,1,46,3,1,1,1
4937,1,6,1,982,4,1,0,0
7858,1,2,0,268,3,0,0,0
11000,1,1,1,1664,3,1,0,0
8093,0,9,1,1566,0,1,1,0
5642,1,5,0,94,4,0,0,0
14928,1,4,0,736,2,1,1,1
16152,1,8,0,1340,0,1,0,0
2485,1,5,0,612,4,1,0,1
14408,0,7,1,71,4,1,1,0
771,0,3,0,593,3,0,0,1
263,1,8,0,449,1,1,0,0
8756,1,8,0,1934,1,1,1,1
11334,1,3,0,1391,2,1,0,1
4895,0,9,1,1836,3,1,0,0
10734,0,8,0,620,1,1,0,0
4898,0,1,0,614,0,0,0,0
18839,0,8,1,1434,2,1,0,1
10849,0,4,0,91,3,0,0,0
5927,1,6,0,1533,0,1,1,1
4819,0,9,0,877,1,0,0,0
693,0,5,1,528,1,0,1,0
7494,1,7,0,1134,1,1,1,0
14156,0,1,0,775,1,0,1,0
19977,0,9,0,672,4,1,0,0
10736,0,6,1,765,2,1,0,1
19156,1,4,0,1113,2,1,0,0
116,0,6,0,1631,1,1,1,1
3291,1,5,0,1296,2,0,0,0
492,1,3,1,1271,0,0,0,0
6372,0,7,1,361,0,0,0,0
17055,0,3,0,378,2,0,0,0
3731,0,2,0,1230,1,0,0,0
6272,0,4,1,345,3,0,0,0
9412,1,7,0,1854,1,1,0,1
18763,0,5,1,798,4,1,0,1
9006,1,9,1,1784,3,1,1,0
17259,1,7,1,455,4,1,0,0
18731,1,9,0,908,2,1,0,0
16562,1,9,1,67,4,1,1,0
8180,1,2,1,987,2,0,0,0
7199,0,1,0,1582,4,0,0,0
15016,1,4,0,979,3,1,1,1
7183,1,4,0,43,4,1,0,1
9323,0,2,1,229,1,0,0,0
5040,0,3,1,1975,2,0,0,1
19755,1,3,0,1837,0,1,0,1
3556,1,5,1,1468,4,1,1,0
7888,0,1,0,234,2,0,0,0
2811,1,9,0,1223,0,1,0,0
11380,0,8,0,497,2,1,0,1
18152,0,8,0,848,2,1,0,0
16631,1,3,0,1056,0,1,0,1
12189,0,2,1,1288,0,1,0,1
10242,1,1,1,113,3,1,0,0
16849,1,6,0,973,4,1,0,0
15687,1,1,1,1854,4,1,1,0
9966,0,5,1,459,2,0,0,0
4631,1,9,0,1300,1,1,0,1
12786,0,9,1,1170,1,1,1,0
